scale,BF_int_incl,BF_test_incl,BF_trial_incl
0.05,1.2347375405480832,4.311865713394611,0.8838680069890671
0.1,1.0714797620441072,6.753066115994707,0.6887227886223132
0.15000000000000002,0.9216234833911113,8.70172088981322,0.5806422249557011
0.2,0.7648569152423235,10.350582329114824,0.4955663061408903
0.25,0.6114025824277219,12.105801725131851,0.38170620831345975
0.3,0.5542580149654716,12.848145527031573,0.3695383290787084
0.35000000000000003,0.43371547898408797,14.206082474459576,0.2848163688686558
0.4,0.41618469528024865,14.615748724812326,0.2578658511600658
0.45,0.35224003276734916,15.774547988529505,0.22996585350508603
0.5,0.2869710446071257,15.553812471724632,0.20345334177724123
0.55,0.2635083367709439,15.18968329251396,0.18966385188264223
0.6000000000000001,0.2154130458713979,17.666477435504582,0.16352371905921306
0.6500000000000001,0.21241470085712422,16.858468206853424,0.1600791669450825
0.7000000000000001,0.20210345500615726,16.7837964260007,0.1433748895026222
0.7500000000000001,0.16677947375333024,16.790274203016427,0.1294686231466818
0.8,0.16136480532968697,16.8120015491117,0.12230925051360698
0.8500000000000001,0.14674788520348092,16.6396736515494,0.12133990616799817
0.9000000000000001,0.13276542591724189,16.02618229660912,0.10985551294556303
0.9500000000000001,0.12017146994882386,15.844158661818225,0.10118939836900172
1,0.1075162808728109,14.934426808546162,0.0944808352707947
1.05,0.1029871135970485,15.228273388969269,0.0931767763027982
1.1,0.1000500760855961,14.743038053718465,0.08986025865765473
1.1500000000000001,0.08544443301505844,15.02251438811364,0.08054600693996454
1.2000000000000002,0.08017390022560762,14.61079688920898,0.0754309822290461
1.2500000000000002,0.07116397579516458,15.202320303062688,0.0727555290898912
1.3,0.07013244070077103,14.932308261500259,0.07072727579693555
1.35,0.06703064589587687,13.802586007778874,0.0701442886175701
1.4000000000000001,0.06282520417695481,13.35695816763486,0.06676124682495747
1.4500000000000002,0.06094456313733604,13.11810701661234,0.0652782511431985
1.5,0.05642427870321903,13.470137553146932,0.0648913652071595
