scale,BF_int_incl,BF_test_incl,BF_trial_incl
0.05,0.9407311124452873,1.314715185174706,0.7896720750581793
0.1,0.8271047674781065,1.4973947187506271,0.6333155639171592
0.15000000000000002,0.7664004765486201,1.6547582878901121,0.5468184025169724
0.2,0.6565685987090617,1.718505309965045,0.4497010324663602
0.25,0.5524705494144733,1.6990932788543762,0.39369282429994495
0.3,0.473267813799965,1.8184920027914,0.33207080516768955
0.35000000000000003,0.4198495128912751,1.8887135101379249,0.29261993181906987
0.4,0.3598969758979858,1.8540858898865178,0.2639489287654076
0.45,0.3147066540076766,1.9406310918451217,0.2375343547866844
0.5,0.27036671486261954,1.9019727532612636,0.21070414115969888
0.55,0.2473923810128639,1.8048794100437513,0.20050210233744564
0.6000000000000001,0.2081865816081991,1.9363441324591124,0.17450763266544136
0.6500000000000001,0.19250658092497316,1.848549386964417,0.1627108552861502
0.7000000000000001,0.1788665117893119,1.7074982105107668,0.15072108248704114
0.7500000000000001,0.14906567174864002,1.7282873896787663,0.13715944191999074
0.8,0.13266304082064928,1.6364010430345555,0.12599576479952537
0.8500000000000001,0.1254874118948342,1.6262732496432784,0.12155621038719981
0.9000000000000001,0.113441011618072,1.5501047734478255,0.11415097713839178
0.9500000000000001,0.10081579624668115,1.5936035916523372,0.10802169926627046
1,0.09550629435163713,1.5462801409514255,0.09893460282569701
1.05,0.08229393073501728,1.5648684792155916,0.0933070493746519
1.1,0.08008208029845947,1.4842843088364495,0.09044022228095366
1.1500000000000001,0.07211836452659665,1.4807412766155965,0.08322399257378742
1.2000000000000002,0.0631437077209324,1.42079837751185,0.07913305169926406
1.2500000000000002,0.061886454389034236,1.3918922094941084,0.0775528876644643
1.3,0.054968590077368165,1.3884424692422417,0.07311966976642743
1.35,0.054191865873177106,1.3871678682711117,0.07138813277029099
1.4000000000000001,0.048549007378700375,1.2111928977573265,0.07005955004587533
1.4500000000000002,0.04472219256799266,1.2035016815918744,0.06885916324842516
1.5,0.04172197523495566,1.221050275889481,0.06610786979663928
