scale,BF_int_incl,BF_test_incl,BF_trial_incl
0.05,0.7250550482183145,0.829680760387078,0.7871802238901899
0.1,0.4820735508174681,0.6338579206973375,0.589696979522524
0.15000000000000002,0.349839567622906,0.5308431704404052,0.48217792304500734
0.2,0.2722740079920129,0.47869456712589215,0.4118918879246437
0.25,0.21465573366061272,0.4235358112641895,0.3471317398741082
0.3,0.15915007071983406,0.37765724852597177,0.2836373002293417
0.35000000000000003,0.1257335931032605,0.34179873991604753,0.269084128165715
0.4,0.10140131467747099,0.2991671636327158,0.23279232855554804
0.45,0.0782800357740287,0.26545899013514856,0.20541142147459618
0.5,0.06439319513025914,0.26250750780071436,0.1859972601423508
0.55,0.05384452608696666,0.22647331113671063,0.16975146324864784
0.6000000000000001,0.04197267374064107,0.22007142789429487,0.16405592585352402
0.6500000000000001,0.03659424641561626,0.2005933716158011,0.15283461771543783
0.7000000000000001,0.03194603043835961,0.1870178355371303,0.14270474442670145
0.7500000000000001,0.027758490733400705,0.17735942436150415,0.13353960499901515
0.8,0.023468042766052303,0.1693061842105967,0.12124484740176904
0.8500000000000001,0.019632193604561757,0.15747082656937575,0.11179155665761158
0.9000000000000001,0.018687202736174812,0.14560805899978146,0.10848894524641857
0.9500000000000001,0.016263250880042594,0.14063501400687986,0.10235966846978801
1,0.013871773261834698,0.13981899852701632,0.10044735398444966
1.05,0.012057629298299597,0.1314764761765437,0.09329960629303091
1.1,0.011039336319366657,0.12185431734941249,0.08637616969788038
1.1500000000000001,0.009813988078394422,0.12170493025819945,0.08433965971639705
1.2000000000000002,0.00845160273305654,0.11253444354098582,0.07543616538282642
1.2500000000000002,0.007435306365593449,0.1053688350397277,0.0742164609675923
1.3,0.007047927548750497,0.10523104646372332,0.07184442863848148
1.35,0.0064925428239090005,0.10263352029482255,0.07190741745510927
1.4000000000000001,0.005814275339105603,0.09965911075660107,0.06846091008860526
1.4500000000000002,0.0050298912335024855,0.09666256542422624,0.06583227119604422
1.5,0.004985621189108749,0.08836156477975966,0.06462822291675897
