sd_ri,sd_rs,Repeat,r_max,lwr,upr,convergence,Hit
0.1,0.1,95,1.0048205672610053,0.3095435500000003,1.4292465000000003,1,1
0.1,0.1,96,1.0033926057013114,0.5251295750000001,1.4323742500000003,1,1
0.1,0.1,97,1.0047674970484113,0.580566575,1.4981215,1,1
0.1,0.1,98,1.0080411056938003,0.45877672500000005,1.3821217500000003,1,1
0.1,0.1,99,1.0067789521157786,0.16142157500000004,1.0351705000000002,1,1
0.1,0.1,100,1.0054681556780543,0.19625260000000003,1.03381,1,1
0.2,0.1,1,1.0039578980821455,0.25142192500000027,1.1549397500000007,1,1
0.2,0.1,2,1.0032727271840547,0.156599275,0.9499178500000003,1,1
0.2,0.1,3,1.0025365117606075,0.648413325,1.48310775,1,1
0.2,0.1,4,1.00305635978842,0.26500747500000005,1.22286775,1,1
0.2,0.1,5,1.0032987623434795,0.40372337500000016,1.19900375,1,1
0.2,0.1,6,1.001578594335657,0.4975651250000001,1.3136180000000002,1,1
0.2,0.1,7,1.0052247792537128,0.565581075,1.37797825,1,1
0.2,0.1,8,1.0054148068124067,0.28689940000000014,1.1488820000000002,1,1
0.2,0.1,9,1.0034337979367,0.09208039500000016,0.8596107250000001,1,1
0.2,0.1,10,1.0061728590139556,0.614147175,1.4809055,1,1
0.2,0.1,11,1.004736000593484,0.34886947500000043,1.1559235,1,1
0.2,0.1,12,1.0042276338258178,0.5303357250000003,1.4621335,1,1
0.2,0.1,13,1.0017791576387916,0.5668958000000002,1.3740107500000003,1,1
0.2,0.1,14,1.0073821232503304,0.17317902500000007,1.0036225,1,1
0.2,0.1,15,1.00826777278427,0.13915367500000006,0.9564288750000001,1,1
0.2,0.1,16,1.0076521337101785,0.28102427500000005,1.13882425,1,1
0.2,0.1,17,1.0028608868035525,0.50026325,1.2956645,1,1
0.2,0.1,18,1.0028173120757047,0.5679102,1.512598,1,1
0.2,0.1,19,1.0101265024486832,0.8825406250000003,1.7987842500000002,1,1
0.2,0.1,20,1.005010881744072,0.2516317000000001,1.1478635000000004,1,1
0.2,0.1,21,1.0070471235988645,0.257182425,1.10108825,1,1
0.2,0.1,22,1.0079519500147989,0.38600502500000006,1.20735325,1,1
0.2,0.1,23,1.003980033560975,0.21795947500000007,1.179223,1,1
0.2,0.1,24,1.0028971095922168,0.29800250000000006,1.1374605000000002,1,1
0.2,0.1,25,1.0043082827246135,0.502607675,1.32524525,1,1
0.2,0.1,26,1.0021429447955572,0.8025207750000001,1.6906625,1,1
0.2,0.1,27,1.0027575989137725,0.5811728,1.4238870000000001,1,1
0.2,0.1,28,1.0028802493830506,0.8629871750000002,1.725877,1,1
0.2,0.1,29,1.0046537421112074,0.15015575000000003,1.0162982500000002,1,1
0.2,0.1,30,1.0048484668597177,0.15016387500000009,0.948558,1,1
0.2,0.1,31,1.0091987253821344,0.3446515750000001,1.20035375,1,1
0.2,0.1,32,1.0042914340899245,0.19674755000000002,1.0690925000000002,1,1
0.2,0.1,33,1.0029511769772648,0.869896275,1.79714975,1,1
0.2,0.1,34,1.0040411883255975,0.487083225,1.3798295,1,1
0.2,0.1,35,1.0074090818026333,0.750816175,1.6275565,1,1
0.2,0.1,36,1.0048732437432006,0.349588525,1.2323715,1,1
0.2,0.1,37,1.001568270730731,0.28454060000000014,1.143526,1,1
0.2,0.1,38,1.0033839974437133,0.4128845750000003,1.24625675,1,1
0.2,0.1,39,1.0048956185279172,0.45059915,1.3371275000000002,1,1
0.2,0.1,40,1.0026042166423854,0.3088333500000003,1.23596825,1,1
0.2,0.1,41,1.0018984681966623,0.65751595,1.4887407499999998,1,1
0.2,0.1,42,1.0023449710412204,0.6701347000000001,1.462787,1,1
0.2,0.1,43,1.0096946009415908,0.6127294000000003,1.4916602500000002,1,1
0.2,0.1,44,1.0024496491967902,0.08384761250000004,0.92636085,1,1
0.2,0.1,45,1.0071902144999736,0.4978634500000001,1.3226257499999998,1,1
0.2,0.1,46,1.0037338298222338,0.27513977500000014,1.1191355,1,1
0.2,0.1,47,1.005805284929638,-0.017097467499999828,0.788292575,1,0
0.2,0.1,48,1.0040681151042516,0.425807525,1.28632,1,1
0.2,0.1,49,1.002365563331891,0.478405375,1.29436325,1,1
0.2,0.1,50,1.0023513467149325,0.5319779750000001,1.4091235000000002,1,1
0.2,0.1,51,1.0022654926362407,0.260467125,1.09038875,1,1
0.2,0.1,52,1.0026781434356664,0.42977340000000025,1.240199,1,1
0.2,0.1,53,1.0045587400581966,0.8003836750000001,1.65647275,1,1
0.2,0.1,54,1.0055205440453177,0.31326135000000005,1.2300995,1,1
0.2,0.1,55,1.004136702972481,0.47537097500000014,1.27298775,1,1
0.2,0.1,56,1.0023773473661859,0.28912647500000005,1.145893,1,1
0.2,0.1,57,1.0085033058627861,0.23147587500000005,1.176009,1,1
0.2,0.1,58,1.003669994675477,0.39947167500000014,1.2745487500000001,1,1
0.2,0.1,59,1.0039938071171024,0.3131670250000002,1.1310437500000001,1,1
0.2,0.1,60,1.0022445199554753,0.6004093000000001,1.42174025,1,1
0.2,0.1,61,1.0024745633228582,0.22875437500000018,1.1350935,1,1
0.2,0.1,62,1.00692832710692,0.52706355,1.56758175,1,1
0.2,0.1,63,1.0037483325876757,0.5695476750000001,1.4259875000000002,1,1
0.2,0.1,64,1.0041008103086306,0.387834425,1.295632,1,1
0.2,0.1,65,1.0037056350430358,0.5163012,1.4593905,1,1
0.2,0.1,66,1.0068345636228668,0.3214053250000001,1.170517,1,1
0.2,0.1,67,1.003879036219068,0.35164237500000006,1.16308225,1,1
0.2,0.1,68,1.0025751439517347,0.298138775,1.09990125,1,1
0.2,0.1,69,1.0032909179458114,0.11381905000000006,0.9982020750000002,1,1
0.2,0.1,70,1.001821907502119,0.6012869000000001,1.4650365,1,1
0.2,0.1,71,1.0037061158131848,0.26643080000000025,1.0848107500000002,1,1
0.2,0.1,72,1.001712997139307,0.2898165500000002,1.1501367500000002,1,1
0.2,0.1,73,1.005348613857921,0.30365247500000003,1.11357025,1,1
0.2,0.1,74,1.0091349090092434,0.26880687500000006,1.1298785,1,1
0.2,0.1,75,1.0089211580654,0.2737801000000002,1.1418675,1,1
0.2,0.1,76,1.0042791072303925,0.49269770000000007,1.3252092500000001,1,1
0.2,0.1,77,1.0035164454179253,0.56746785,1.48443225,1,1
0.2,0.1,78,1.0028114293905626,-0.09181353249999992,0.7616383500000002,1,0
0.2,0.1,79,1.0033283880291892,0.5203816250000001,1.3595795000000006,1,1
0.2,0.1,80,1.0026001408677583,0.5223688000000001,1.379921,1,1
0.2,0.1,81,1.005213239450505,0.3149037000000002,1.2318640000000003,1,1
0.2,0.1,82,1.003322527943222,0.16991365000000033,0.9810060000000003,1,1
0.2,0.1,83,1.0014709583956896,0.30857642500000027,1.0994512500000002,1,1
0.2,0.1,84,1.0039441290039568,0.18896822500000007,1.0461395,1,1
0.2,0.1,85,1.0039040228933416,0.4633692750000002,1.293881,1,1
0.2,0.1,86,1.003181342634368,0.2632354000000001,1.1418062500000004,1,1
0.2,0.1,87,1.0029507449316621,0.19628130000000002,0.96233515,1,1
0.2,0.1,88,1.0064363260975542,0.4302819000000003,1.254623,1,1
0.2,0.1,89,1.003618820773312,0.356546925,1.40156575,1,1
0.2,0.1,90,1.0094568850849461,0.6569363000000001,1.55522775,1,1
0.2,0.1,91,1.0022522877770446,0.274697475,1.15637875,1,1
0.2,0.1,92,1.0047142974181293,0.5194283250000001,1.28921675,1,1
0.2,0.1,93,1.0043599739274258,0.5283417,1.3468120000000001,1,1
0.2,0.1,94,1.0033922020209831,0.3511760500000002,1.2335960000000001,1,1
0.2,0.1,95,1.0024530867651524,0.22591557500000026,1.0605837500000002,1,1
0.2,0.1,96,1.0031539866001224,0.389601275,1.17837025,1,1
0.2,0.1,97,1.0066375041505093,0.4567352000000001,1.3479714999999999,1,1
0.2,0.1,98,1.0037204907259463,0.5669054250000001,1.4611720000000001,1,1
0.2,0.1,99,1.0048228825999221,0.5399322750000001,1.449937,1,1
0.2,0.1,100,1.005971250382573,-0.1147656249999999,0.6815624000000001,1,0
0.30000000000000004,0.1,1,1.0037418286567745,0.6619003,1.4922520000000001,1,1
0.30000000000000004,0.1,2,1.0040012443205093,0.17709002500000018,1.036678,1,1
0.30000000000000004,0.1,3,1.0036164143806354,0.6116351499999999,1.40542675,1,1
0.30000000000000004,0.1,4,1.0032031905935046,0.2805410750000001,1.24233,1,1
0.30000000000000004,0.1,5,1.0064154366736682,0.43429045,1.305941,1,1
0.30000000000000004,0.1,6,1.0023712020171736,0.23529220000000006,1.0969735,1,1
0.30000000000000004,0.1,7,1.0048263909814839,0.46658625,1.5188945000000003,1,1
0.30000000000000004,0.1,8,1.0029501497246507,0.428478725,1.4119427500000001,1,1
0.30000000000000004,0.1,9,1.0043997099111235,0.7143307249999999,1.59404275,1,1
0.30000000000000004,0.1,10,1.003886890139379,0.35673842500000025,1.232317,1,1
0.30000000000000004,0.1,11,1.004419476383856,0.48222075,1.3826345,1,1
0.30000000000000004,0.1,12,1.0065952286860471,0.15928930000000005,1.1720650000000001,1,1
0.30000000000000004,0.1,13,1.002607638136439,0.51201985,1.3144637500000003,1,1
0.30000000000000004,0.1,14,1.0020544918032055,0.5152333000000002,1.3872890000000002,1,1
0.30000000000000004,0.1,15,1.001955404442442,0.42656647500000006,1.2460865,1,1
0.30000000000000004,0.1,16,1.0068774519637047,0.11916022500000013,0.9844491500000001,1,1
0.30000000000000004,0.1,17,1.0058117718271904,0.08053040250000044,1.15171375,1,1
0.30000000000000004,0.1,18,1.0029852832274124,0.37961585000000014,1.1958600000000001,1,1
0.30000000000000004,0.1,19,1.0048060030715809,0.4332865000000001,1.2327460000000001,1,1
0.30000000000000004,0.1,20,1.001814301148571,0.47969767500000005,1.2627267500000001,1,1
0.30000000000000004,0.1,21,1.0038632123381213,0.29622882500000014,1.1999455,1,1
0.30000000000000004,0.1,22,1.0051868680400877,0.2274857500000002,1.11214475,1,1
0.30000000000000004,0.1,23,1.0021640552454665,0.42957615000000005,1.2278930000000001,1,1
0.30000000000000004,0.1,24,1.010119758353737,0.12566167500000008,0.9561443250000007,1,1
0.30000000000000004,0.1,25,1.0033722912917251,0.50498035,1.3718725000000003,1,1
0.30000000000000004,0.1,26,1.0031345788913968,0.08899777250000004,0.99241245,1,1
0.30000000000000004,0.1,27,1.003621990254347,0.7421082,1.6167282500000002,1,1
0.30000000000000004,0.1,28,1.0015747673895516,0.39326477499999996,1.3863537500000003,1,1
0.30000000000000004,0.1,29,1.0032411270572363,0.019773237500000037,0.8749499000000001,1,1
0.30000000000000004,0.1,30,1.0039167178756618,0.6191888999999999,1.4671270000000003,1,1
0.30000000000000004,0.1,31,1.0035610479944672,0.2904034500000002,1.1229310000000001,1,1
0.30000000000000004,0.1,32,1.0043319259972723,0.5956194250000001,1.3968392500000002,1,1
0.30000000000000004,0.1,33,1.003032704328133,0.4701517750000001,1.3060027500000002,1,1
0.30000000000000004,0.1,34,1.002574066287153,0.642649875,1.53396175,1,1
0.30000000000000004,0.1,35,1.0042938573094364,0.25448445000000036,1.110495,1,1
0.30000000000000004,0.1,36,1.0029236781550732,0.26824962500000005,1.1659175,1,1
0.30000000000000004,0.1,37,1.0037141186125256,0.176888075,1.0774119999999998,1,1
0.30000000000000004,0.1,38,1.003564711757274,0.18084000000000006,0.982373,1,1
0.30000000000000004,0.1,39,1.0073252482234272,-0.23345119999999978,0.8952432,1,0
0.30000000000000004,0.1,40,1.0057488067116858,0.31738900000000003,1.23818825,1,1
0.30000000000000004,0.1,41,1.0034040520141674,0.7669752000000004,1.69183425,1,1
0.30000000000000004,0.1,42,1.0022877482071204,0.779112575,1.6823767499999998,1,1
0.30000000000000004,0.1,43,1.0071056401605925,0.18866802500000007,0.9922850000000002,1,1
0.30000000000000004,0.1,44,1.003500270724475,0.5724712750000003,1.4734602500000002,1,1
0.30000000000000004,0.1,45,1.0021405563469723,0.22732670000000013,1.0360265000000002,1,1
0.30000000000000004,0.1,46,1.0054435264873982,0.16745332500000001,1.01589875,1,1
0.30000000000000004,0.1,47,1.003892886337541,0.4547641500000001,1.263336,1,1
0.30000000000000004,0.1,48,1.004392977835068,0.5763317750000001,1.43370525,1,1
0.30000000000000004,0.1,49,1.0045785040438586,0.35109797500000034,1.45507925,1,1
0.30000000000000004,0.1,50,1.0021772658009536,0.731978,1.59441425,1,1
0.30000000000000004,0.1,51,1.0050012907737995,0.5220878000000001,1.4321247500000007,1,1
0.30000000000000004,0.1,52,1.0044212695656036,0.213921725,1.1450567500000002,1,1
0.30000000000000004,0.1,53,1.0034873257576709,0.35038195000000016,1.2397522500000002,1,1
0.30000000000000004,0.1,54,1.0032557345463615,0.1575812250000001,0.9748348,1,1
0.30000000000000004,0.1,55,1.0024703566253623,-0.14502367500000002,0.636377475,1,0
0.30000000000000004,0.1,56,1.0095841420795635,0.47700812500000006,1.4246785000000002,1,1
0.30000000000000004,0.1,57,1.0040609883618294,0.15218917500000004,1.0172744999999999,1,1
0.30000000000000004,0.1,58,1.00366154255906,0.19077470000000007,1.0698685000000001,1,1
0.30000000000000004,0.1,59,1.00369098699094,0.3424856250000001,1.17855175,1,1
0.30000000000000004,0.1,60,1.0015075531378692,0.751534575,1.80010625,1,1
0.30000000000000004,0.1,61,1.0014916009490944,0.55052315,1.4357502500000003,1,1
0.30000000000000004,0.1,62,1.0034960676624576,0.40531515,1.210312,1,1
0.30000000000000004,0.1,63,1.0032661883431193,0.3533014250000001,1.1812287500000003,1,1
0.30000000000000004,0.1,64,1.0082604910390007,0.2212631500000001,1.0763907500000005,1,1
0.30000000000000004,0.1,65,1.0028221696983488,0.4876381,1.3331725,1,1
0.30000000000000004,0.1,66,1.0030187577876901,0.4604195500000001,1.6745337500000008,1,1
0.30000000000000004,0.1,67,1.0041919604236609,0.2964068,1.18842575,1,1
0.30000000000000004,0.1,68,1.0021830509546914,0.31759027500000014,1.2118157500000002,1,1
0.30000000000000004,0.1,69,1.0038766858286619,0.33179320000000007,1.2025730000000001,1,1
0.30000000000000004,0.1,70,1.0068546067140092,0.4254696750000001,1.3577255,1,1
0.30000000000000004,0.1,71,1.0026107971020315,0.43528867500000007,1.2347370000000002,1,1
0.30000000000000004,0.1,72,1.0057629340719012,0.3516949500000002,1.2273247500000002,1,1
0.30000000000000004,0.1,73,1.0025227961364302,0.16812247500000008,1.0510675000000003,1,1
0.30000000000000004,0.1,74,1.005764694891284,0.051710915000000246,0.9067130500000001,1,1
0.30000000000000004,0.1,75,1.0051582383436477,0.26930507500000006,1.15638075,1,1
0.30000000000000004,0.1,76,1.0032082416864239,0.23499400000000012,1.11826975,1,1
0.30000000000000004,0.1,77,1.007240313416716,0.5428966250000002,1.4029277500000001,1,1
0.30000000000000004,0.1,78,1.0059106360927204,0.37164565,1.2101255000000002,1,1
0.30000000000000004,0.1,79,1.0032057248528399,0.26265700000000014,1.1050697500000002,1,1
0.30000000000000004,0.1,80,1.0032013476140558,0.5382,1.388182,1,1
0.30000000000000004,0.1,81,1.0063133314098462,0.164608525,1.16572,1,1
0.30000000000000004,0.1,82,1.0019636621834325,0.11399435000000005,0.922642425,1,1
0.30000000000000004,0.1,83,1.0112867300828685,0.5214162250000001,1.4007972499999999,1,1
0.30000000000000004,0.1,84,1.004313826953158,0.43460857500000016,1.3401960000000002,1,1
0.30000000000000004,0.1,85,1.0030568660834616,-0.12328099999999996,0.8204370250000004,1,0
0.30000000000000004,0.1,86,1.0041915549414768,0.62752375,1.4331065,1,1
0.30000000000000004,0.1,87,1.0025993671042268,0.37218360000000017,1.22752525,1,1
0.30000000000000004,0.1,88,1.0050555912089676,0.6027049500000001,1.5596055,1,1
0.30000000000000004,0.1,89,1.0029579946874583,0.1447774000000002,0.949826825,1,1
0.30000000000000004,0.1,90,1.002683268700297,0.21627825,1.0325572500000004,1,1
0.30000000000000004,0.1,91,1.001964404560659,0.2454583500000001,1.03419225,1,1
0.30000000000000004,0.1,92,1.0048940124710743,0.3508118000000003,1.2345682500000001,1,1
0.30000000000000004,0.1,93,1.0027089226894048,0.43717492500000005,1.2173505,1,1
0.30000000000000004,0.1,94,1.0059436026618487,0.371753425,1.2581405,1,1
0.30000000000000004,0.1,95,1.0032161852026575,0.3844301750000002,1.1676162500000002,1,1
0.30000000000000004,0.1,96,1.0023634198906133,0.32020515000000005,1.1883960000000005,1,1
0.30000000000000004,0.1,97,1.0028178125696658,0.0715632850000001,1.0529635000000004,1,1
0.30000000000000004,0.1,98,1.002352071692414,0.2068878750000001,1.0518804999999998,1,1
0.30000000000000004,0.1,99,1.0072100319544166,0.2407289500000004,1.1637780000000002,1,1
0.30000000000000004,0.1,100,1.0038370965906271,0.17252782500000025,0.9944316500000001,1,1
0.4,0.1,1,1.0052366529576957,0.302983025,1.3066890000000002,1,1
0.4,0.1,2,1.0027899328044023,0.002302597100000231,1.0792110000000001,1,1
0.4,0.1,3,1.0033816889787202,0.5490873250000001,1.41718425,1,1
0.4,0.1,4,1.002934627654661,0.3242127000000001,1.12767075,1,1
0.4,0.1,5,1.0069142250028995,0.242987625,1.1358447500000002,1,1
0.4,0.1,6,1.0031410709945061,0.41715535,1.2330615,1,1
0.4,0.1,7,1.0050299707408927,0.19578177500000016,1.12748925,1,1
0.4,0.1,8,1.0043844369288115,0.017348585000000236,0.9854319500000001,1,1
0.4,0.1,9,1.005306112471494,0.12698822500000004,0.9620919000000001,1,1
0.4,0.1,10,1.0024318096878382,0.3458595250000001,1.1969490000000003,1,1
0.4,0.1,11,1.0062166973704902,0.260551825,1.18219575,1,1
0.4,0.1,12,1.0039476920736328,0.7097448999999999,1.6220147500000002,1,1
0.4,0.1,13,1.0046024321583804,0.8577287000000005,1.73777875,1,1
0.4,0.1,14,1.0039882576179626,0.30156907500000013,1.07776325,1,1
0.4,0.1,15,1.007570447348862,0.3667519,1.214233,1,1
0.4,0.1,16,1.0042391039250884,0.47629715000000006,1.3196060000000003,1,1
0.4,0.1,17,1.003636814601712,0.15986565,0.9647038000000001,1,1
0.4,0.1,18,1.0043080684601244,0.497840425,1.311263,1,1
0.4,0.1,19,1.0068575711428125,0.444682,1.2957835,1,1
0.4,0.1,20,1.0102740911307586,0.207363675,1.13645675,1,1
0.4,0.1,21,1.0031804021318127,0.20722930000000003,1.3116125,1,1
0.4,0.1,22,1.0023923639713606,0.367022375,1.1836962500000001,1,1
0.4,0.1,23,1.0028770389357882,0.250488525,1.0850525000000002,1,1
0.4,0.1,24,1.0076807728230834,0.647600525,1.5443147500000003,1,1
0.4,0.1,25,1.0074154415612473,0.26919057500000004,1.2304665000000004,1,1
0.4,0.1,26,1.0097918989477257,0.361434825,1.3552917500000001,1,1
0.4,0.1,27,1.0044627000194357,0.737269425,1.7016362500000002,1,1
0.4,0.1,28,1.0054136530968238,0.020472350000000097,0.858841225,1,1
0.4,0.1,29,1.004722727699235,0.455700325,1.3001297500000002,1,1
0.4,0.1,30,1.002429377658729,0.4119831000000001,1.262651,1,1
0.4,0.1,31,1.0032996095856954,0.21325370000000002,1.06914725,1,1
0.4,0.1,32,1.004937043732288,0.1934986000000001,1.04019475,1,1
0.4,0.1,33,1.0039947172611503,0.3332475750000001,1.1783017500000001,1,1
0.4,0.1,34,1.0044107622748695,0.1504902,1.0314910000000002,1,1
0.4,0.1,35,1.005775373122483,0.2531929000000001,1.2025652500000001,1,1
0.4,0.1,36,1.0048107670910096,0.3950588000000001,1.21704275,1,1
0.4,0.1,37,1.003155625051093,0.351332875,1.2741770000000001,1,1
0.4,0.1,38,1.0086130885833264,0.2509626250000002,1.23388425,1,1
0.4,0.1,39,1.0032529894365156,0.32298000000000004,1.1671470000000002,1,1
0.4,0.1,40,1.0066665907278507,0.6265858000000002,1.457822,1,1
0.4,0.1,41,1.0019986182671339,0.5167942750000001,1.39084325,1,1
0.4,0.1,42,1.0028506684885126,0.609821875,1.5579897500000002,1,1
0.4,0.1,43,1.0101418383969742,0.4761261,1.3619142500000003,1,1
0.4,0.1,44,1.003286298404363,0.6553972250000001,1.558975,1,1
0.4,0.1,45,1.003301956134163,0.0041453322500000205,1.2687355000000005,1,1
0.4,0.1,46,1.0048070066652308,0.3233793250000001,1.15517075,1,1
0.4,0.1,47,1.0033580434171974,0.6682036500000001,1.8093015,1,1
0.4,0.1,48,1.0074534128480377,0.7505333250000001,1.6701045000000003,1,1
0.4,0.1,49,1.0059123817655158,-0.040814102499999914,1.0694075000000003,1,0
