sd_ri,sd_rs,Repeat,r_max,lwr,upr,convergence,Hit
0.8,0.7000000000000001,19,1.0023789474237041,0.23190000000000002,1.249083,1,1
0.8,0.7000000000000001,20,1.0050124327559165,0.10414725000000012,1.0054672500000001,1,1
0.8,0.7000000000000001,21,1.0030792169439557,0.25606407500000006,1.3019260000000004,1,1
0.8,0.7000000000000001,22,1.0052485627430097,0.3475790250000001,1.7850445000000001,1,1
0.8,0.7000000000000001,23,1.0046020013597516,0.8788527000000002,1.9937910000000003,1,1
0.8,0.7000000000000001,24,1.00336993343239,0.013639895000000013,0.9274943750000001,1,1
0.8,0.7000000000000001,25,1.0028307662223754,0.06768131250000008,0.9695589500000003,1,1
0.8,0.7000000000000001,26,1.0031231262930862,0.3953200500000001,1.2779935000000004,1,1
0.8,0.7000000000000001,27,1.003940832143745,0.292346625,1.1125407500000002,1,1
0.8,0.7000000000000001,28,1.002737523948688,0.7453365000000003,1.675823,1,1
0.8,0.7000000000000001,29,1.0033571733337223,0.17290477500000015,1.1097745000000003,1,1
0.8,0.7000000000000001,30,1.0107969856367705,0.22702627500000006,2.199739000000001,1,1
0.8,0.7000000000000001,31,1.0074012297065595,0.7378112749999999,1.8834715000000002,1,1
0.8,0.7000000000000001,32,1.006727182002801,0.13118972500000006,1.4924745000000001,1,1
0.8,0.7000000000000001,33,1.003331668378494,0.4970512750000001,1.6127337500000005,1,1
0.8,0.7000000000000001,34,1.0077555271259442,0.04977622000000013,1.294512,1,1
0.8,0.7000000000000001,35,1.0022658673471636,0.1889781500000002,1.1003295,1,1
0.8,0.7000000000000001,36,1.0040069723745637,-0.2123229499999999,1.0305960000000003,1,0
0.8,0.7000000000000001,37,1.0064396865174394,0.365404975,1.3090930000000003,1,1
0.8,0.7000000000000001,38,1.004706050551505,0.6146806750000001,1.9089742500000004,1,1
0.8,0.7000000000000001,39,1.004215384471013,0.08187030000000035,1.28322475,1,1
0.8,0.7000000000000001,40,1.008310964798394,0.286216275,1.3814075000000001,1,1
0.8,0.7000000000000001,41,1.014563182244491,-0.06568900999999995,1.0641025000000002,1,0
0.8,0.7000000000000001,42,1.0071835150671147,0.3273662000000002,1.298116,1,1
0.8,0.7000000000000001,43,1.002429956217763,0.43557957500000005,1.4006547500000002,1,1
0.8,0.7000000000000001,44,1.003002098993376,-0.4194597749999999,0.8675576000000003,1,0
0.8,0.7000000000000001,45,1.0106646781576796,0.23955822500000012,1.34773,1,1
0.8,0.7000000000000001,46,1.0036769231327387,0.37592532500000014,1.6082427500000007,1,1
0.8,0.7000000000000001,47,1.0048278315508297,0.4841277500000006,1.7099475,1,1
0.8,0.7000000000000001,48,1.0047507390286439,0.1647442750000003,1.57410625,1,1
0.8,0.7000000000000001,49,1.0031901699355428,-0.5072321,0.702412075,1,0
0.8,0.7000000000000001,50,1.0061758963800678,0.33912065000000013,2.03819425,1,1
0.8,0.7000000000000001,51,1.0091718762057218,0.519807725,1.4638487500000001,1,1
0.8,0.7000000000000001,52,1.0049668281864619,0.3393315500000002,1.586122,1,1
0.8,0.7000000000000001,53,1.0041068076230546,0.5967347000000001,1.6604805,1,1
0.8,0.7000000000000001,54,1.0045860001831286,0.17859142500000005,1.1370475000000002,1,1
0.8,0.7000000000000001,55,1.0032674444034801,0.30516900000000025,1.6419962500000003,1,1
0.8,0.7000000000000001,56,1.0036840303030856,-0.043344697499999904,1.3563730000000003,1,0
0.8,0.7000000000000001,57,1.0035423171647042,0.6771984750000001,1.72857675,1,1
0.8,0.7000000000000001,58,1.0034813226627113,0.2241844250000002,1.3061877500000003,1,1
0.8,0.7000000000000001,59,1.0077119690912963,0.02950930500000025,1.0911067500000002,1,1
0.8,0.7000000000000001,60,1.0042095355587433,0.40840920000000003,1.3818655,1,1
0.8,0.7000000000000001,61,1.0030104064671175,0.47062942500000005,1.9314042500000002,1,1
0.8,0.7000000000000001,62,1.004215540874337,0.379767825,1.2738420000000001,1,1
0.8,0.7000000000000001,63,1.0047528231994807,0.11827885000000014,1.148876,1,1
0.8,0.7000000000000001,64,1.0059510873692346,-0.025314544999999862,0.94936375,1,0
0.8,0.7000000000000001,65,1.0018356519415026,-0.082314825,0.957787025,1,0
0.8,0.7000000000000001,66,1.0036193457088596,0.16399925000000012,1.1662387500000002,1,1
0.8,0.7000000000000001,67,1.0026939967250712,0.5453613000000003,1.4101085,1,1
0.8,0.7000000000000001,68,1.0048985001652915,0.31142140000000035,1.2090530000000002,1,1
0.8,0.7000000000000001,69,1.0064566508087573,0.7704740750000001,2.1904305,1,1
0.8,0.7000000000000001,70,1.0095745058318073,0.7568543500000001,1.96825325,1,1
0.8,0.7000000000000001,71,1.003522153833747,0.018115122500000157,1.06719,1,1
0.8,0.7000000000000001,72,1.0025656685758455,0.7122740000000001,1.7531390000000002,1,1
0.8,0.7000000000000001,73,1.003385987983524,0.1232468250000002,1.14098275,1,1
0.8,0.7000000000000001,74,1.0044134912141296,0.7510298500000001,1.8596717500000002,1,1
0.8,0.7000000000000001,75,1.0058995777638366,0.5876362000000002,1.65856075,1,1
0.8,0.7000000000000001,76,1.004165615387862,0.3456236750000001,1.2804395,1,1
0.8,0.7000000000000001,77,1.0030023282603988,0.36179320000000004,1.5891197500000003,1,1
0.8,0.7000000000000001,78,1.0029376309438032,0.039400997500000035,1.8099545000000004,1,1
0.8,0.7000000000000001,79,1.0047226324925695,0.3449560250000001,1.4888467500000002,1,1
0.8,0.7000000000000001,80,1.0029774191063865,0.3044089250000002,1.3007975000000003,1,1
0.8,0.7000000000000001,81,1.007753044649755,0.05296824000000005,1.4596577500000003,1,1
0.8,0.7000000000000001,82,1.0027571560925268,-0.030124672499999967,1.0616050000000004,1,0
0.8,0.7000000000000001,83,1.0084663377030094,0.08982176750000019,1.2188085000000002,1,1
0.8,0.7000000000000001,84,1.002194496240504,0.14159190000000016,1.1426370000000003,1,1
0.8,0.7000000000000001,85,1.0049910190951399,0.46990017500000003,1.6627042500000002,1,1
0.8,0.7000000000000001,86,1.009670448221769,0.805258125,1.91428175,1,1
0.8,0.7000000000000001,87,1.0043617403303504,-0.03566332249999996,0.8879874250000002,1,0
0.8,0.7000000000000001,88,1.0080353335549548,0.9691190000000001,1.9823957500000002,1,1
0.8,0.7000000000000001,89,1.0090559758460769,-0.11300247499999996,1.1268315,1,0
0.8,0.7000000000000001,90,1.006368899803479,0.04483329750000004,1.0934792500000001,1,1
0.8,0.7000000000000001,91,1.003413054806513,0.05713288500000003,1.3733945000000003,1,1
0.8,0.7000000000000001,92,1.0031957337421158,-0.09833442,1.13323625,1,0
0.8,0.7000000000000001,93,1.009400790321855,0.8542258000000001,2.4152755,1,1
0.8,0.7000000000000001,94,1.0043677886320437,0.22866740000000024,1.42852175,1,1
0.8,0.7000000000000001,95,1.005864149700365,0.6011984250000001,1.8637420000000002,1,1
0.8,0.7000000000000001,96,1.0066777780573382,0.36727000000000015,1.5912400000000002,1,1
0.8,0.7000000000000001,97,1.0071191780070157,0.4940389,1.5411835,1,1
0.8,0.7000000000000001,98,1.004203248712944,0.0558685275000002,1.49125625,1,1
0.8,0.7000000000000001,99,1.004693222614523,-0.04664901249999995,1.0339312500000002,1,0
0.8,0.7000000000000001,100,1.0032042479466983,0.5380972250000001,1.54883225,1,1
0.9,0.7000000000000001,1,1.0021761764510289,0.2698231250000001,1.68327,1,1
0.9,0.7000000000000001,2,1.008414393100854,0.38313895,1.486127,1,1
0.9,0.7000000000000001,3,1.0032385366274879,0.16668930000000004,1.05528325,1,1
0.9,0.7000000000000001,4,1.0029047326223968,0.82060275,1.8614807500000004,1,1
0.9,0.7000000000000001,5,1.0129278306702063,0.3388367750000001,1.7994712500000003,1,1
0.9,0.7000000000000001,6,1.0035934269110005,0.3111533750000001,1.5241825000000002,1,1
0.9,0.7000000000000001,7,1.004712500508123,-0.31646525,0.808768025,1,0
0.9,0.7000000000000001,8,1.0047462638629852,0.14961152500000002,1.05853775,1,1
0.9,0.7000000000000001,9,1.0063378059608745,0.3931903000000001,1.6670857500000003,1,1
0.9,0.7000000000000001,10,1.0050183780809308,0.19079955,1.4973675000000004,1,1
0.9,0.7000000000000001,11,1.0059748520392342,0.3993672250000001,1.55962325,1,1
0.9,0.7000000000000001,12,1.003096810721012,0.31885527500000005,1.2670725,1,1
0.9,0.7000000000000001,13,1.002521670392294,-0.12513919999999984,1.0931880000000003,1,0
0.9,0.7000000000000001,14,1.0028621383713148,0.38252937500000006,1.3695017500000002,1,1
0.9,0.7000000000000001,15,1.0080744080090904,0.47250082500000007,1.3951742500000002,1,1
0.9,0.7000000000000001,16,1.0027407616966184,-0.13959149999999967,0.7953347250000004,1,0
0.9,0.7000000000000001,17,1.0049061448460241,0.35002297499999996,1.3633237500000004,1,1
0.9,0.7000000000000001,18,1.0027840849119076,-0.27200969999999997,1.07219375,1,0
0.9,0.7000000000000001,19,1.0035194422493592,0.6937811,1.6660605000000002,1,1
0.9,0.7000000000000001,20,1.0035115095140377,0.11166022500000013,1.0246950000000001,1,1
0.9,0.7000000000000001,21,1.0040048864550744,0.03616527000000009,1.2086032500000004,1,1
0.9,0.7000000000000001,22,1.00429480820209,0.35873445000000004,1.7581865,1,1
0.9,0.7000000000000001,23,1.0051994107942495,0.3106193000000001,1.4345432500000004,1,1
0.9,0.7000000000000001,24,1.0030374739989811,0.41250435000000013,1.5424772500000001,1,1
0.9,0.7000000000000001,25,1.0044727266436109,0.3282188000000001,1.4286775,1,1
0.9,0.7000000000000001,26,1.0037570514279877,0.27635920000000014,1.1718202500000001,1,1
0.9,0.7000000000000001,27,1.0057069479471186,0.5307657500000001,1.55228625,1,1
0.9,0.7000000000000001,28,1.007726590703639,0.949653425,1.97780475,1,1
0.9,0.7000000000000001,29,1.0050486189537498,0.494275275,1.6994075000000002,1,1
0.9,0.7000000000000001,30,1.0049141360685938,0.13363027500000002,1.1572640000000003,1,1
0.9,0.7000000000000001,31,1.001994535105389,0.3050316750000001,1.3796412500000002,1,1
0.9,0.7000000000000001,32,1.0077739283494838,0.21766077500000047,1.3176195,1,1
0.9,0.7000000000000001,33,1.0086839865031383,0.17543852500000004,1.193352,1,1
0.9,0.7000000000000001,34,1.0074762567038489,0.11803697500000011,1.43355075,1,1
0.9,0.7000000000000001,35,1.0039488167531578,0.5916218500000001,1.5449375000000003,1,1
0.9,0.7000000000000001,36,1.0025309855887077,0.06241801500000028,1.3825137500000002,1,1
0.9,0.7000000000000001,37,1.0030262261092036,0.3166570750000001,1.4722835,1,1
0.9,0.7000000000000001,38,1.0050981917527413,-0.30929462499999993,0.7599080500000001,1,0
0.9,0.7000000000000001,39,1.0035284850876407,0.1752462500000001,1.18510475,1,1
0.9,0.7000000000000001,40,1.0028630651286223,0.5443464250000003,1.8951050000000003,1,1
0.9,0.7000000000000001,41,1.0039502509440597,0.4127097000000006,1.78969275,1,1
0.9,0.7000000000000001,42,1.007557278165596,-0.0017877024999998913,1.3806770000000002,1,0
0.9,0.7000000000000001,43,1.006181592542935,0.46203745000000007,1.4289310000000002,1,1
0.9,0.7000000000000001,44,1.0035208185217344,0.4453562250000001,1.4595470000000001,1,1
0.9,0.7000000000000001,45,1.0040351822586302,-0.10357204999999986,1.2089050000000003,1,0
0.9,0.7000000000000001,46,1.004224676862639,-0.1366888749999999,1.3371570000000002,1,0
0.9,0.7000000000000001,47,1.0031333805806635,-0.2560041499999995,1.2409942500000004,1,0
0.9,0.7000000000000001,48,1.004742004601024,-0.13776839999999974,1.08840825,1,0
0.9,0.7000000000000001,49,1.0043650285695198,0.24415820000000005,1.8442889999999998,1,1
0.9,0.7000000000000001,50,1.0047190897099787,-0.43642179999999964,0.655487275,1,0
0.9,0.7000000000000001,51,1.0040778943775803,0.2711224000000001,1.8172362500000003,1,1
0.9,0.7000000000000001,52,1.0041033815991098,0.4432080000000001,2.04983375,1,1
0.9,0.7000000000000001,53,1.003859449514873,-0.03870712499999971,1.3152387500000002,1,0
0.9,0.7000000000000001,54,1.0043041923423977,0.47592100000000015,1.589261,1,1
0.9,0.7000000000000001,55,1.009198257883311,0.8269859000000003,2.16303,1,1
0.9,0.7000000000000001,56,1.0052605542295385,0.4025905750000002,1.72878475,1,1
0.9,0.7000000000000001,57,1.003755295423337,-0.3381658999999996,0.8825571500000001,1,0
0.9,0.7000000000000001,58,1.003257502558643,0.27600075000000013,1.3759662499999998,1,1
0.9,0.7000000000000001,59,1.004510671411386,0.8379055500000002,1.9486367500000001,1,1
0.9,0.7000000000000001,60,1.0026776657066219,-0.019819482499999864,1.2538070000000001,1,0
0.9,0.7000000000000001,61,1.0034279333472633,0.3560315500000001,1.4359662499999999,1,1
0.9,0.7000000000000001,62,1.0062565575538387,0.03036254500000006,1.3171590000000002,1,1
0.9,0.7000000000000001,63,1.0099634261181474,0.4243252,1.7594945,1,1
0.9,0.7000000000000001,64,1.0024683438959519,0.34392337500000003,2.1374357500000007,1,1
0.9,0.7000000000000001,65,1.004481893074032,0.24117152500000022,1.1930480000000006,1,1
0.9,0.7000000000000001,66,1.002227097286834,-0.22567639999999964,0.8611095500000002,1,0
0.9,0.7000000000000001,67,1.0053643301808521,0.0064180970000000314,0.9551129750000001,1,1
0.9,0.7000000000000001,68,1.0030620409351698,-0.004706128249999709,0.9972810750000001,1,0
0.9,0.7000000000000001,69,1.0025452486475668,0.3740235250000001,1.4583267500000003,1,1
0.9,0.7000000000000001,70,1.0057875645139909,0.34875402500000036,1.303906,1,1
0.9,0.7000000000000001,71,1.003668687218375,0.5830840750000003,2.357490000000001,1,1
0.9,0.7000000000000001,72,1.0027316607569567,0.10992357500000008,1.10736275,1,1
0.9,0.7000000000000001,73,1.0061561394271734,0.39774225,1.3312972500000002,1,1
0.9,0.7000000000000001,74,1.0038614446064236,0.16136837500000006,1.063808,1,1
0.9,0.7000000000000001,75,1.0022115406767138,0.3765597250000002,1.4621477500000002,1,1
0.9,0.7000000000000001,76,1.0027376753427666,0.22417182500000019,1.748123,1,1
0.9,0.7000000000000001,77,1.0075121642819267,0.7166023250000001,1.6730155000000002,1,1
0.9,0.7000000000000001,78,1.004917786164598,0.454122825,1.4556002500000003,1,1
0.9,0.7000000000000001,79,1.0051171892739068,0.4473247000000001,1.3893475000000002,1,1
0.9,0.7000000000000001,80,1.0049984807726275,0.4362975250000002,1.7093440000000002,1,1
0.9,0.7000000000000001,81,1.012353683519806,0.3341300500000001,1.3308270000000002,1,1
0.9,0.7000000000000001,82,1.0062990095216813,0.644857125,1.7219457500000002,1,1
0.9,0.7000000000000001,83,1.0043457676217884,0.3891070000000001,1.4461670000000002,1,1
0.9,0.7000000000000001,84,1.0067413829222038,-0.2823313499999998,1.306014,1,0
0.9,0.7000000000000001,85,1.0046853546698666,0.274180925,1.38958575,1,1
0.9,0.7000000000000001,86,1.0045260370118128,0.41242942500000024,1.6017365000000001,1,1
0.9,0.7000000000000001,87,1.004341288191543,0.4932196000000002,1.4592180000000001,1,1
0.9,0.7000000000000001,88,1.0021782599165996,0.6651131750000001,1.5937700000000001,1,1
0.9,0.7000000000000001,89,1.0033479282986149,-0.0058596632499999845,0.979731775,1,0
0.9,0.7000000000000001,90,1.0058228047165627,0.33325707500000007,1.30402675,1,1
0.9,0.7000000000000001,91,1.0031269325711822,0.5063825500000007,1.9726435000000002,1,1
0.9,0.7000000000000001,92,1.0075505259650528,0.280851375,1.6340002500000002,1,1
0.9,0.7000000000000001,93,1.0062512291440333,0.48559015000000016,2.169902,1,1
0.9,0.7000000000000001,94,1.0063606660999092,0.2907007250000001,1.4563115,1,1
0.9,0.7000000000000001,95,1.0032897811345738,1.1326305,2.2968345,1,1
0.9,0.7000000000000001,96,1.0056246950194756,0.2716147500000001,1.2644720000000003,1,1
0.9,0.7000000000000001,97,1.0040224960182702,0.09313995250000003,1.02894825,1,1
0.9,0.7000000000000001,98,1.0049114060680857,0.30079337500000003,1.4939015000000004,1,1
0.9,0.7000000000000001,99,1.0040334639531125,0.7002267000000002,1.606603,1,1
0.9,0.7000000000000001,100,1.0053046998498125,0.23645017500000015,1.4394025000000001,1,1
1,0.7000000000000001,1,1.0130013171566552,0.07548786000000007,1.0808212500000003,1,1
1,0.7000000000000001,2,1.0024963743781217,0.25287352500000015,1.3053902500000008,1,1
1,0.7000000000000001,3,1.0109805052301886,0.7087637750000001,2.03997725,1,1
1,0.7000000000000001,4,1.0056408353770443,0.5876380999999999,2.0297172500000005,1,1
1,0.7000000000000001,5,1.0036065000913486,0.11255627500000005,1.4586000000000003,1,1
1,0.7000000000000001,6,1.0082985614733782,0.7329430000000001,1.72803775,1,1
1,0.7000000000000001,7,1.0049357284707343,0.36824275000000006,1.51652275,1,1
1,0.7000000000000001,8,1.008929111848993,0.28592865000000006,1.469043,1,1
1,0.7000000000000001,9,1.0052824198744181,0.9026039750000001,2.2625835000000003,1,1
1,0.7000000000000001,10,1.0054470835531533,1.1176685,2.1972205,1,1
1,0.7000000000000001,11,1.0056809085098157,0.31343872500000014,1.40605625,1,1
1,0.7000000000000001,12,1.0040346402527125,0.22097400000000003,1.1422002500000001,1,1
1,0.7000000000000001,13,1.0021776746102524,0.028821780000000123,1.24233125,1,1
1,0.7000000000000001,14,1.0060769273550283,0.38669777499999997,1.3846289999999999,1,1
1,0.7000000000000001,15,1.0086311744320573,-0.08014322749999972,1.0951012500000001,1,0
1,0.7000000000000001,16,1.0034866502328883,0.400314,1.3149025,1,1
1,0.7000000000000001,17,1.00406530004704,0.19615945000000035,1.07777175,1,1
1,0.7000000000000001,18,1.0038785193994073,-0.11920914999999993,1.07799775,1,0
1,0.7000000000000001,19,1.0041873223258544,0.4439373250000003,1.6524720000000002,1,1
1,0.7000000000000001,20,1.00376893171006,-0.5457445749999998,0.476002875,1,0
1,0.7000000000000001,21,1.0051589782655133,0.038986865000000086,1.2193685,1,1
1,0.7000000000000001,22,1.0045363485794871,0.14656112500000007,1.3535667500000002,1,1
1,0.7000000000000001,23,1.0039214604017905,0.27941295000000016,1.1952462500000003,1,1
1,0.7000000000000001,24,1.0032855640692366,0.5945065,1.62842775,1,1
1,0.7000000000000001,25,1.0042460202862582,0.5232633000000001,1.6953772500000002,1,1
1,0.7000000000000001,26,1.004628092005218,0.47688179999999997,1.98849625,1,1
1,0.7000000000000001,27,1.0035080763988091,0.06378058500000018,1.197861,1,1
1,0.7000000000000001,28,1.0039895294595633,0.40905060000000015,1.6062987499999999,1,1
1,0.7000000000000001,29,1.0036993248262238,0.6999199750000001,2.00712525,1,1
1,0.7000000000000001,30,1.0041346914661624,0.5781052000000001,1.90020425,1,1
1,0.7000000000000001,31,1.0089025346287155,0.21634370000000014,1.4231487500000002,1,1
1,0.7000000000000001,32,1.0036681125052678,0.23050340000000025,1.2899065000000005,1,1
1,0.7000000000000001,33,1.0037801353270472,0.5268337750000001,1.6252862500000003,1,1
1,0.7000000000000001,34,1.0075220107272962,0.16679027500000007,1.3386390000000001,1,1
1,0.7000000000000001,35,1.0037758337708855,0.4918621000000001,1.7671570000000003,1,1
1,0.7000000000000001,36,1.005483658946154,0.3298854000000002,1.4376485000000003,1,1
1,0.7000000000000001,37,1.0059416739860028,0.1298762000000002,1.3012445,1,1
1,0.7000000000000001,38,1.0063748033976692,0.22505065000000005,1.4846687500000002,1,1
1,0.7000000000000001,39,1.0054733902030752,0.14170557500000006,1.0427095000000004,1,1
1,0.7000000000000001,40,1.0039613349007317,0.209405775,1.24203625,1,1
1,0.7000000000000001,41,1.006109403860415,0.133763125,1.1485132500000004,1,1
1,0.7000000000000001,42,1.0037807770931861,0.49527032500000007,1.73853875,1,1
1,0.7000000000000001,43,1.0074573873737656,0.36273632500000075,1.9860852500000004,1,1
1,0.7000000000000001,44,1.0035868743528997,0.24071542500000007,1.1960745000000002,1,1
1,0.7000000000000001,45,1.0022613365141035,-0.1337505999999993,1.1308092500000004,1,0
1,0.7000000000000001,46,1.0030343288940522,0.70241555,1.8408527500000003,1,1
1,0.7000000000000001,47,1.0033619235722677,0.9166301500000001,1.95993375,1,1
1,0.7000000000000001,48,1.0037377852153606,0.24322745000000057,1.4982405000000003,1,1
1,0.7000000000000001,49,1.0046812086706294,-0.0019926229999999686,1.0562095000000007,1,0
1,0.7000000000000001,50,1.0046951693293533,0.013267407500000078,1.080958,1,1
1,0.7000000000000001,51,1.0037438299129384,0.026076282500000002,1.0842649999999998,1,1
1,0.7000000000000001,52,1.0057632871926803,0.18619472500000006,1.2433325000000002,1,1
1,0.7000000000000001,53,1.0033628405999653,0.017070677500000134,1.4263242500000002,1,1
1,0.7000000000000001,54,1.0028952193340621,0.09640526000000033,1.3498832500000002,1,1
1,0.7000000000000001,55,1.0047540228225302,0.5519580500000001,1.5380710000000002,1,1
1,0.7000000000000001,56,1.0032919634414512,0.25954795,1.3837815000000002,1,1
1,0.7000000000000001,57,1.0039348494830127,-0.3813802249999996,0.8907127499999999,1,0
1,0.7000000000000001,58,1.0083099711122152,0.6604658250000001,1.9190407500000002,1,1
1,0.7000000000000001,59,1.0034639946389232,0.39258002500000005,1.55299625,1,1
1,0.7000000000000001,60,1.0048462307349761,0.2500518750000001,1.37337725,1,1
1,0.7000000000000001,61,1.0037415446813776,-0.0773303199999999,1.1053375,1,0
1,0.7000000000000001,62,1.0067238950987973,0.32599429999999996,1.248944,1,1
1,0.7000000000000001,63,1.0062499277494021,0.16556222500000012,1.40816975,1,1
1,0.7000000000000001,64,1.0075512770243118,0.09239435000000006,1.222171,1,1
1,0.7000000000000001,65,1.0078148920747334,0.609145575,1.8338530000000002,1,1
1,0.7000000000000001,66,1.0028934546457857,0.24053047500000002,1.9104650000000005,1,1
1,0.7000000000000001,67,1.0029934239440081,0.04457001000000011,1.2444140000000001,1,1
1,0.7000000000000001,68,1.0043536022730906,0.01936404000000023,1.1783789999999998,1,1
1,0.7000000000000001,69,1.0074252041052398,0.026596650000000322,0.9286625250000001,1,1
1,0.7000000000000001,70,1.007159096294606,0.0032290880000000106,0.879226225,1,1
1,0.7000000000000001,71,1.0032501148696544,0.40504460000000003,1.3938032500000002,1,1
1,0.7000000000000001,72,1.0026731176881813,0.4922552,1.4193945,1,1
1,0.7000000000000001,73,1.002370054726482,0.02896426000000017,0.904556125,1,1
1,0.7000000000000001,74,1.0046159034667337,-0.18059202499999993,1.07149825,1,0
1,0.7000000000000001,75,1.0063043448787234,0.16286795,1.2564815000000003,1,1
1,0.7000000000000001,76,1.0042989248715348,1.0192570000000007,2.139193,1,1
1,0.7000000000000001,77,1.0035241754053374,0.23254977500000001,1.746275,1,1
1,0.7000000000000001,78,1.003944109711354,0.5892775499999999,1.6873725000000004,1,1
1,0.7000000000000001,79,1.0028943496828868,1.0064700000000002,2.946177,1,1
1,0.7000000000000001,80,1.0060624142987775,0.604912525,2.178767,1,1
1,0.7000000000000001,81,1.0026991413716126,-0.16626717499999985,1.0904692500000002,1,0
1,0.7000000000000001,82,1.0084535107823922,0.4830400000000002,1.7968132500000007,1,1
1,0.7000000000000001,83,1.0063453942821574,0.04177854750000015,1.036036,1,1
1,0.7000000000000001,84,1.0054072018449538,0.433633925,1.6984690000000002,1,1
1,0.7000000000000001,85,1.0046849575406414,0.6911152,1.7181762500000002,1,1
1,0.7000000000000001,86,1.005282046636616,0.48421505000000026,1.6643132500000004,1,1
1,0.7000000000000001,87,1.005247536306098,0.07499909000000045,1.62727375,1,1
1,0.7000000000000001,88,1.0123973398797603,0.47021402500000004,1.5875865,1,1
1,0.7000000000000001,89,1.0101352141181716,-0.08431279249999962,0.9927951500000003,1,0
1,0.7000000000000001,90,1.003350363629545,0.15201500000000004,1.2160625,1,1
1,0.7000000000000001,91,1.0059853641189536,-0.12637914999999997,1.0240935000000002,1,0
1,0.7000000000000001,92,1.0046970267569144,-0.18079092499999994,0.77865255,1,0
1,0.7000000000000001,93,1.0106042072167645,-0.01584243249999998,1.057474,1,0
1,0.7000000000000001,94,1.0014859845268749,0.2969740750000002,1.7179982500000002,1,1
1,0.7000000000000001,95,1.0028092991450483,0.1596655000000004,1.3988695000000004,1,1
1,0.7000000000000001,96,1.0041324608707713,0.34612445000000025,1.504246,1,1
1,0.7000000000000001,97,1.0045849025057998,0.15123330000000001,1.31894825,1,1
1,0.7000000000000001,98,1.0028339578677734,0.3612362000000001,1.44324475,1,1
1,0.7000000000000001,99,1.003479957120354,0.6332417,1.7472607500000001,1,1
1,0.7000000000000001,100,1.003615648005475,0.30821200000000004,1.37041975,1,1
1.1,0.7000000000000001,1,1.0072055943175973,-0.006255619999999949,1.321851,1,0
1.1,0.7000000000000001,2,1.0031304690455567,0.1534401000000001,1.64936025,1,1
1.1,0.7000000000000001,3,1.001786341915302,0.17226667499999998,1.24472275,1,1
1.1,0.7000000000000001,4,1.006055138188009,0.1318186,1.0949905000000002,1,1
1.1,0.7000000000000001,5,1.0022111155305522,0.43732822500000035,1.7496562500000006,1,1
1.1,0.7000000000000001,6,1.003294738144856,0.49240532500000006,1.8071635000000001,1,1
1.1,0.7000000000000001,7,1.0051924284054055,0.26049710000000004,1.3378520000000003,1,1
1.1,0.7000000000000001,8,1.0035731252774263,0.257481,1.5495135000000004,1,1
1.1,0.7000000000000001,9,1.0054470776523148,0.85047535,2.35223575,1,1
1.1,0.7000000000000001,10,1.0048593562593984,0.7954854250000001,2.1142909999999997,1,1
1.1,0.7000000000000001,11,1.0036839668535011,0.1134805750000004,1.00365725,1,1
1.1,0.7000000000000001,12,1.0046348905997655,0.03336450250000006,1.2016622500000003,1,1
1.1,0.7000000000000001,13,1.0105785850453401,0.06801798750000032,1.07193225,1,1
1.1,0.7000000000000001,14,1.0031684742929077,0.33185455,1.3297037500000002,1,1
1.1,0.7000000000000001,15,1.0045201045104295,-0.194742525,1.0718575000000001,1,0
1.1,0.7000000000000001,16,1.0077479748575593,0.7298748000000003,1.8988167500000002,1,1
1.1,0.7000000000000001,17,1.0045257258165605,0.27066352499999996,1.1613650000000002,1,1
1.1,0.7000000000000001,18,1.001967803243307,0.6065338499999999,1.7830735,1,1
1.1,0.7000000000000001,19,1.00838449194038,-0.04386740249999954,1.6594987500000005,1,0
1.1,0.7000000000000001,20,1.0052403558589502,0.41991615,1.77822425,1,1
1.1,0.7000000000000001,21,1.0054866043963395,-0.0342027124999999,1.2482002500000007,1,0
1.1,0.7000000000000001,22,1.0026025090410138,-0.13028587499999994,1.3342462500000003,1,0
1.1,0.7000000000000001,23,1.0057086834084177,0.4084374500000001,1.4542282500000001,1,1
1.1,0.7000000000000001,24,1.0034410064847639,0.01681893750000025,0.906326225,1,1
1.1,0.7000000000000001,25,1.0026181636528524,0.36798857500000004,2.0741972500000005,1,1
1.1,0.7000000000000001,26,1.0026989918345723,-0.6346208749999996,0.6635826250000009,1,0
1.1,0.7000000000000001,27,1.0028917677517624,0.052799767500000025,1.3210737499999998,1,1
1.1,0.7000000000000001,28,1.0056616063428623,0.6212146500000002,1.6885372500000002,1,1
1.1,0.7000000000000001,29,1.0092980721470817,0.13979622500000002,1.2050322500000001,1,1
1.1,0.7000000000000001,30,1.009290042361641,0.06372530250000007,1.1593580000000001,1,1
1.1,0.7000000000000001,31,1.0054745329409094,0.07571914000000012,1.28048725,1,1
1.1,0.7000000000000001,32,1.004652907886006,0.37660210000000005,1.55503925,1,1
1.1,0.7000000000000001,33,1.0079419199015347,-0.028197524999999914,1.0355405000000002,1,0
1.1,0.7000000000000001,34,1.0059173194175663,0.5006599750000003,1.8763887500000003,1,1
1.1,0.7000000000000001,35,1.0047993750897768,0.27654397500000044,1.3530105000000001,1,1
1.1,0.7000000000000001,36,1.003118804930896,0.894632325,2.1706450000000004,1,1
1.1,0.7000000000000001,37,1.0068781391180002,0.33229482500000046,1.4743160000000002,1,1
1.1,0.7000000000000001,38,1.0033522045259478,0.11676582500000007,1.4038092500000003,1,1
